time_s,phase,staged,stage1_firing,stage2_firing,stage1_fuel_used_kg,stage2_fuel_used_kg,mass_kg,cg_aft_nose_m,mrc_aft_nose_m,cg_from_mrc_body_x_m,ixx_kg_m2,iyy_kg_m2,izz_kg_m2,ixx_rate_kg_m2_s,iyy_rate_kg_m2_s,izz_rate_kg_m2_s
151,stage2_burn,true,false,true,180000,22001.859861116707,76998.140138883289,4.5640419247476975,4.7979799999999999,0.23393807525230237,86622.907656243711,740660.12620035128,740660.12620035128,-1470.7520366974206,-11907.844086115867,-11907.844086115867
152,stage2_burn,true,false,true,180000,23309.195004847748,75690.804995152255,4.5501414877317057,4.7979799999999999,0.24783851226829423,85152.155619546291,728752.28211423545,728752.28211423545,-1470.7520366974206,-11907.844086115867,-11907.844086115867
153,stage2_burn,true,false,true,180000,24616.53014857879,74383.469851421207,4.5362410507157138,4.7979799999999999,0.26173894928428609,83681.403582848856,716844.4380281195,716844.4380281195,-1470.7520366974206,-11907.844086115867,-11907.844086115867
154,stage2_burn,true,false,true,180000,25923.865292309827,73076.134707690173,4.522340613699722,4.7979799999999999,0.27563938630027796,82210.651546151435,704936.59394200367,704936.59394200367,-1470.7520366974206,-11907.844086115867,-11907.844086115867
155,stage2_burn,true,false,true,180000,27231.200436040868,71768.799563959124,4.5084401766837301,4.7979799999999999,0.28953982331626982,80739.89950945403,693028.74985588784,693028.74985588784,-1470.7520366974206,-11907.844086115867,-11907.844086115867
156,stage2_burn,true,false,true,180000,28538.535579771909,70461.464420228091,4.4945397396677382,4.7979799999999999,0.30344026033226168,79269.147472756595,681120.90576977201,681120.90576977201,-1470.7520366974206,-11907.844086115867,-11907.844086115867
157,stage2_burn,true,false,true,180000,29845.870723502951,69154.129276497057,4.4806393026517464,4.7979799999999999,0.31734069734825354,77798.395436059189,669213.06168365607,669213.06168365607,-1470.7520366974206,-11907.844086115867,-11907.844086115867
158,stage2_burn,true,false,true,180000,31153.205867233992,67846.794132766008,4.4667388656357545,4.7979799999999999,0.3312411343642454,76327.643399361754,657305.21759754024,657305.21759754024,-1470.7520366974206,-11907.844086115867,-11907.844086115867
159,stage2_burn,true,false,true,180000,32460.541010965029,66539.458989034974,4.4528384286197626,4.7979799999999999,0.34514157138023727,74856.891362664348,645397.3735114244,645397.3735114244,-1470.7520366974206,-11907.844086115867,-11907.844086115867
160,stage2_burn,true,false,true,180000,33767.876154696074,65232.123845303933,4.4389379916037708,4.7979799999999999,0.35904200839622913,73386.139325966913,633489.52942530846,633489.52942530846,-1470.7520366974206,-11907.844086115867,-11907.844086115867
161,stage2_burn,true,false,true,180000,35075.211298427115,63924.788701572885,4.4250375545877789,4.7979799999999999,0.37294244541222099,71915.387289269507,621581.68533919263,621581.68533919263,-1470.7520366974206,-11907.844086115867,-11907.844086115867
162,stage2_burn,true,false,true,180000,36382.546442158149,62617.453557841851,4.4111371175717871,4.7979799999999999,0.38684288242821285,70444.635252572087,609673.8412530768,609673.8412530768,-1470.7520366974206,-11907.844086115867,-11907.844086115867
163,stage2_burn,true,false,true,180000,37689.88158588919,61310.11841411081,4.3972366805557952,4.7979799999999999,0.40074331944420472,68973.883215874666,597765.99716696097,597765.99716696097,-1470.7520366974206,-11907.844086115867,-11907.844086115867
164,stage2_burn,true,false,true,180000,38997.216729620231,60002.783270379769,4.3833362435398033,4.7979799999999999,0.41464375646019658,67503.131179177231,585858.15308084502,585858.15308084502,-1470.7520366974206,-11907.844086115867,-11907.844086115867
165,stage2_burn,true,false,true,180000,40304.551873351273,58695.448126648727,4.3694358065238115,4.7979799999999999,0.42854419347618844,66032.379142479826,573950.30899472919,573950.30899472919,-1470.7520366974206,-11907.844086115867,-11907.844086115867
166,stage2_burn,true,false,true,180000,41611.887017082314,57388.112982917686,4.3555353695078196,4.7979799999999999,0.4424446304921803,64561.627105782398,562042.46490861336,562042.46490861336,-1470.7520366974206,-11907.844086115867,-11907.844086115867
167,stage2_burn,true,false,true,180000,42919.222160813355,56080.777839186645,4.3416349324918277,4.7979799999999999,0.45634506750817216,63090.875069084977,550134.62082249741,550134.62082249741,-1470.7520366974206,-11907.844086115867,-11907.844086115867
168,stage2_burn,true,false,true,180000,44226.557304544396,54773.442695455604,4.3277344954758359,4.7979799999999999,0.47024550452416403,61620.12303238755,538226.77673638158,538226.77673638158,-1470.7520366974206,-11907.844086115867,-11907.844086115867
169,stage2_burn,true,false,true,180000,45533.892448275437,53466.107551724563,4.313834058459844,4.7979799999999999,0.48414594154015589,60149.370995690137,526318.93265026563,526318.93265026563,-1470.7520366974206,-11907.844086115867,-11907.844086115867
170,stage2_burn,true,false,true,180000,46841.227592006479,52158.772407993521,4.2999336214438522,4.7979799999999999,0.49804637855614775,58678.618958992709,514411.0885641498,514411.0885641498,-1470.7520366974206,-11907.844086115867,-11907.844086115867
171,stage2_burn,true,false,true,180000,48148.56273573752,50851.43726426248,4.2860331844278603,4.7979799999999999,0.51194681557213961,57207.866922295289,502503.24447803397,502503.24447803397,-1470.7520366974206,-11907.844086115867,-11907.844086115867
172,stage2_burn,true,false,true,180000,49455.897879468554,49544.102120531446,4.2721327474118684,4.7979799999999999,0.52584725258813148,55737.114885597875,490595.40039191814,490595.40039191814,-1470.7520366974206,-11907.844086115867,-11907.844086115867
173,stage2_burn,true,false,true,180000,50763.233023199595,48236.766976800405,4.2582323103958766,4.7979799999999999,0.53974768960412334,54266.362848900455,478687.55630580219,478687.55630580219,-1470.7520366974206,-11907.844086115867,-11907.844086115867
174,stage2_burn,true,false,true,180000,52070.568166930636,46929.431833069364,4.2443318733798847,4.7979799999999999,0.5536481266201152,52795.610812203035,466779.71221968636,466779.71221968636,-1470.7520366974206,-11907.844086115867,-11907.844086115867
175,stage2_burn,true,false,true,180000,53377.903310661677,45622.096689338323,4.2304314363638928,4.7979799999999999,0.56754856363610706,51324.858775505607,454871.86813357053,454871.86813357053,-1470.7520366974206,-11907.844086115867,-11907.844086115867
176,stage2_burn,true,false,true,180000,54685.238454392718,44314.761545607282,4.216530999347901,4.7979799999999999,0.58144900065209892,49854.106738808194,442964.02404745464,442964.02404745464,-1470.7520366974206,-11907.844086115867,-11907.844086115867
177,stage2_burn,true,false,true,180000,55992.573598123759,43007.426401876241,4.2026305623319091,4.7979799999999999,0.59534943766809079,48383.354702110766,431056.17996133876,431056.17996133876,-1470.7520366974206,-11907.844086115867,-11907.844086115867
178,stage2_burn,true,false,true,180000,57299.908741854801,41700.091258145199,4.1887301253159173,4.7979799999999999,0.60924987468408265,46912.602665413346,419148.33587522293,419148.33587522293,-1470.7520366974206,-11907.844086115867,-11907.844086115867
179,stage2_burn,true,false,true,180000,58607.243885585842,40392.756114414158,4.1748296882999254,4.7979799999999999,0.62315031170007451,45441.850628715925,407240.49178910698,407240.49178910698,-1470.7520366974206,-11907.844086115867,-11907.844086115867
180,stage2_burn,true,false,true,180000,59914.579029316883,39085.420970683117,4.1609292512839335,4.7979799999999999,0.63705074871606637,43971.098592018505,395332.64770299115,395332.64770299115,-1470.7520366974206,-11907.844086115867,-11907.844086115867
181,stage2_burn,true,false,true,180000,61221.914173047924,37778.085826952076,4.1470288142679417,4.7979799999999999,0.65095118573205824,42500.346555321084,383424.80361687526,383424.80361687526,-1470.7520366974206,-11907.844086115867,-11907.844086115867
182,stage2_burn,true,false,true,180000,62529.249316778965,36470.750683221035,4.1331283772519498,4.7979799999999999,0.6648516227480501,41029.594518623664,371516.95953075937,371516.95953075937,-1470.7520366974206,-11907.844086115867,-11907.844086115867
183,stage2_burn,true,false,true,180000,63836.584460509999,35163.415539490001,4.119227940235958,4.7979799999999999,0.67875205976404196,39558.842481926251,359609.11544464354,359609.11544464354,-1470.7520366974206,-11907.844086115867,-11907.844086115867
184,stage2_burn,true,false,true,180000,65143.91960424104,33856.08039575896,4.1053275032199661,4.7979799999999999,0.69265249678003382,38088.090445228831,347701.27135852771,347701.27135852771,-1470.7520366974206,-11907.844086115867,-11907.844086115867
185,stage2_burn,true,false,true,180000,66451.254747972082,32548.745252027918,4.0914270662039742,4.7979799999999999,0.70655293379602568,36617.33840853141,335793.42727241182,335793.42727241182,-1470.7520366974206,-11907.844086115867,-11907.844086115867
186,stage2_burn,true,false,true,180000,67758.58989170313,31241.41010829687,4.0775266291879824,4.7979799999999999,0.72045337081201755,35146.586371833982,323885.58318629593,323885.58318629593,-1470.7520366974206,-11907.844086115867,-11907.844086115867
187,stage2_burn,true,false,true,180000,69065.925035434164,29934.074964565836,4.0636261921719905,4.7979799999999999,0.73435380782800941,33675.834335136562,311977.7391001801,311977.7391001801,-1470.7520366974206,-11907.844086115867,-11907.844086115867
188,stage2_burn,true,false,true,180000,70373.260179165198,28626.739820834802,4.0497257551559995,4.7979799999999999,0.74825424484400038,32205.082298439153,300069.89501406427,300069.89501406427,-1470.7520366974206,-11907.844086115867,-11907.844086115867
189,stage2_burn,true,false,true,180000,71680.595322896246,27319.404677103754,4.0358253181400068,4.7979799999999999,0.76215468185999313,30734.330261741721,288162.05092794832,288162.05092794832,-1470.7520366974206,-11907.844086115867,-11907.844086115867
190,stage2_burn,true,false,true,180000,72987.93046662728,26012.06953337272,4.0219248811240158,4.7979799999999999,0.77605511887598411,29263.578225044308,276254.20684183255,276254.20684183255,-1470.7520366974206,-11907.844086115867,-11907.844086115867
191,stage2_burn,true,false,true,180000,74295.265610358329,24704.734389641671,4.0080244441080239,4.7979799999999999,0.78995555589197597,27792.82618834688,264346.3627557166,264346.3627557166,-1470.7520366974206,-11907.844086115867,-11907.844086115867
192,stage2_burn,true,false,true,180000,75602.600754089362,23397.399245910638,3.9941240070920316,4.7979799999999999,0.80385599290796828,26322.074151649467,252438.5186696008,252438.5186696008,-1470.7520366974206,-11907.844086115867,-11907.844086115867
193,stage2_burn,true,false,true,180000,76909.935897820411,22090.064102179589,3.9802235700760398,4.7979799999999999,0.81775642992396014,24851.322114952036,240530.67458348486,240530.67458348486,-1470.7520366974206,-11907.844086115867,-11907.844086115867
194,stage2_burn,true,false,true,180000,78217.271041551445,20782.728958448555,3.9663231330600479,4.7979799999999999,0.831656866939952,23380.570078254626,228622.83049736905,228622.83049736905,-1470.7520366974206,-11907.844086115867,-11907.844086115867
195,stage2_burn,true,false,true,180000,79524.606185282493,19475.393814717507,3.952422696044056,4.7979799999999999,0.84555730395594386,21909.818041557195,216714.98641125311,216714.98641125311,-1470.7520366974206,-11907.844086115867,-11907.844086115867
195.36363576470589,orbit_coast,true,false,false,180000,80000,19000,3.947368,4.7979799999999999,0.85061199999999992,21375,212384.86842099999,212384.86842099999,0,0,0
196,orbit_coast,true,false,false,180000,80000,19000,3.947368,4.7979799999999999,0.85061199999999992,21375,212384.86842099999,212384.86842099999,0,0,0
197,orbit_coast,true,false,false,180000,80000,19000,3.947368,4.7979799999999999,0.85061199999999992,21375,212384.86842099999,212384.86842099999,0,0,0
198,orbit_coast,true,false,false,180000,80000,19000,3.947368,4.7979799999999999,0.85061199999999992,21375,212384.86842099999,212384.86842099999,0,0,0
199,orbit_coast,true,false,false,180000,80000,19000,3.947368,4.7979799999999999,0.85061199999999992,21375,212384.86842099999,212384.86842099999,0,0,0
200,orbit_coast,true,false,false,180000,80000,19000,3.947368,4.7979799999999999,0.85061199999999992,21375,212384.86842099999,212384.86842099999,0,0,0
