table_id,declared_id,name,function_name,source_kind,dimensions,shape,breakpoint_ids,flat_index,coordinates,value,issues
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,62,"[60.0,3.0]",-0.00023611,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,63,"[60.0,3.5]",0.00019324,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,64,"[60.0,4.0]",0.00054761,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,0,"[0.0,0.3]",0.0,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,1,"[0.0,0.6]",0.0,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,2,"[0.0,0.8]",0.0,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,3,"[0.0,0.9]",0.0,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,4,"[0.0,0.95]",0.0,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,5,"[0.0,1.1]",0.0,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,6,"[0.0,1.2]",0.0,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,7,"[0.0,1.6]",0.0,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,8,"[0.0,2.0]",0.0,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,9,"[0.0,2.5]",0.0,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,10,"[0.0,3.0]",0.0,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,11,"[0.0,3.5]",0.0,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,12,"[0.0,4.0]",0.0,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,13,"[15.0,0.3]",-0.0006916,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,14,"[15.0,0.6]",-0.00082071,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,15,"[15.0,0.8]",-0.00089532,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,16,"[15.0,0.9]",-0.00096993,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,17,"[15.0,0.95]",-0.0010818,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,18,"[15.0,1.1]",-0.00082007,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,19,"[15.0,1.2]",-0.00064545,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,20,"[15.0,1.6]",5.2824e-05,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,21,"[15.0,2.0]",6.9327e-05,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,22,"[15.0,2.5]",4.1123e-05,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,23,"[15.0,3.0]",1.8785e-05,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,24,"[15.0,3.5]",9.2102e-06,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,25,"[15.0,4.0]",9.8744e-06,
CLBFL2_table,CLBFL2_table,CLBFL2,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,26,"[30.0,0.3]",-0.0003616,
